CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log,Cluster,Segment
13027,114,19,13589.76,2.995732273553991,9.517145429054672,0,Champions
13028,23,2,661.3199999999999,1.0986122886681098,6.49574882283055,1,At Risk
13029,31,5,1927.3,1.791759469228055,7.564394064725559,2,Loyal Customers
13030,11,2,752.4399999999999,1.0986122886681098,6.6246493864952445,1,At Risk
13031,407,5,3292.84,1.791759469228055,8.099809336394545,3,Potential Loyalists
13032,52,9,2815.96,2.302585092994046,7.9434135682725415,2,Loyal Customers
13033,357,2,220.55,1.0986122886681098,5.400648297645499,4,Needs Attention
13034,55,3,756.82,1.3862943611198906,6.630445890424145,1,At Risk
13035,74,3,1364.2,1.3862943611198906,7.219056217032552,2,Loyal Customers
13036,685,1,307.1,0.6931471805599453,5.730424405602622,4,Needs Attention
13037,138,12,3914.9500000000003,2.5649493574615367,8.272813235438143,0,Champions
13038,80,3,908.46,1.3862943611198906,6.812851016782114,2,Loyal Customers
13039,584,4,1010.73,1.6094379124341003,6.919417015831408,3,Potential Loyalists
13040,9,2,676.99,1.0986122886681098,6.519132538569087,1,At Risk
13041,451,4,799.13,1.6094379124341003,6.684774214466232,3,Potential Loyalists
13042,598,3,1488.59,1.3862943611198906,7.306256193288668,3,Potential Loyalists
13043,273,1,516.42,0.6931471805599453,6.248854923817375,1,At Risk
13044,291,11,4848.05,2.4849066497880004,8.486538088456603,0,Champions
13045,99,3,808.92,1.3862943611198906,6.696935477356759,1,At Risk
13046,31,3,949.25,1.3862943611198906,6.856725107869358,2,Loyal Customers
13047,32,24,8428.53,3.2188758248682006,9.039496296179472,0,Champions
13048,14,9,4049.13,2.302585092994046,8.306504258350863,2,Loyal Customers
13049,64,4,1408.24,1.6094379124341003,7.250805830963473,2,Loyal Customers
13050,15,35,11986.52,3.58351893845611,9.39162138759489,0,Champions
13051,579,2,155.8,1.0986122886681098,5.054971107916307,4,Needs Attention
13052,212,7,3119.33,2.0794415416798357,8.045694044441127,2,Loyal Customers
13053,622,1,127.65,0.6931471805599453,4.857095538727753,4,Needs Attention
13055,78,4,2321.11,1.6094379124341003,7.7502315340901236,2,Loyal Customers
13056,551,1,209.48,0.6931471805599453,5.349390636732037,4,Needs Attention
13057,530,3,709.59,1.3862943611198906,6.566095610873215,3,Potential Loyalists
13058,25,3,271.40000000000003,1.3862943611198906,5.607271574275358,1,At Risk
13059,250,10,2291.77,2.3978952727983707,7.737515972550064,2,Loyal Customers
13060,254,1,307.53,0.6931471805599453,5.731819083350057,1,At Risk
13061,72,1,248.61,0.6931471805599453,5.519899699795292,1,At Risk
13062,191,1,346.98,0.6931471805599453,5.85214500685857,1,At Risk
13063,481,1,188.4,0.6931471805599453,5.243861180751978,4,Needs Attention
13064,13,6,1666.8400000000001,1.9459101490553132,7.419284655056371,2,Loyal Customers
13065,373,5,1055.05,1.791759469228055,6.962290811630151,3,Potential Loyalists
13066,24,2,470.8,1.0986122886681098,6.1565551669735745,1,At Risk
13067,82,3,508.51,1.3862943611198906,6.233449479555548,1,At Risk
13068,10,2,344.0,1.0986122886681098,5.84354441703136,1,At Risk
13069,1,38,8696.93,3.6635616461296463,9.070840345298112,0,Champions
13070,192,4,751.7,1.6094379124341003,6.623666742040486,2,Loyal Customers
13071,612,1,129.22,0.6931471805599453,4.869225327808716,4,Needs Attention
13072,267,1,177.15,0.6931471805599453,5.182625892051845,1,At Risk
13073,411,2,418.08,1.0986122886681098,6.038061832484764,3,Potential Loyalists
13074,511,4,1378.74,1.6094379124341003,7.229650354603547,3,Potential Loyalists
13075,130,1,919.61,0.6931471805599453,6.825036493805135,1,At Risk
13076,458,1,135.4,0.6931471805599453,4.915591745409362,4,Needs Attention
13077,1,11,2740.65,2.4849066497880004,7.91631520791963,2,Loyal Customers
13078,3,57,29018.06,4.060443010546419,10.275708134459395,0,Champions
13079,4,6,419.18,1.9459101490553132,6.040683190895481,2,Loyal Customers
13080,179,4,280.73,1.6094379124341003,5.640949165484632,1,At Risk
13081,12,28,56838.37,3.367295829986474,10.94798449840577,0,Champions
13082,126,21,6810.63,3.091042453358316,8.826386724394322,0,Champions
13083,4,3,395.43,1.3862943611198906,5.982499480722332,1,At Risk
13084,492,1,122.39999999999999,0.6931471805599453,4.8154311114712876,4,Needs Attention
13085,158,8,2433.28,2.1972245773362196,7.7974063039073975,2,Loyal Customers
13086,383,1,439.33000000000004,0.6931471805599453,6.087524445802853,4,Needs Attention
13087,726,1,313.64,0.6931471805599453,5.751429128123554,4,Needs Attention
13088,417,1,236.11,0.6931471805599453,5.468524168478886,4,Needs Attention
13089,3,203,113416.91,5.318119993844216,11.638834594313067,0,Champions
13090,9,24,13091.74,3.2188758248682006,9.479813157091225,0,Champions
13091,28,3,2321.82,1.3862943611198906,7.7505372437587425,2,Loyal Customers
13092,71,12,2140.28,2.5649493574615367,7.669159060048065,2,Loyal Customers
13093,276,55,54144.25,4.02535169073515,10.899425529283329,0,Champions
13094,21,13,2209.44,2.6390573296152584,7.700946869717639,2,Loyal Customers
13095,71,1,74.39999999999999,0.6931471805599453,4.32280727501391,1,At Risk
13096,394,1,419.70000000000005,0.6931471805599453,6.041919990596475,4,Needs Attention
13097,33,28,13324.1,3.367295829986474,9.497404753696317,0,Champions
13098,1,28,28882.44,3.367295829986474,10.271023699486712,0,Champions
13099,99,1,207.35999999999999,0.6931471805599453,5.33926735287699,1,At Risk
13101,234,4,695.4,1.6094379124341003,6.545924207894034,3,Potential Loyalists
13102,1,37,11380.1,3.6375861597263857,9.339709363817402,0,Champions
13103,40,3,709.64,1.3862943611198906,6.566165972461445,1,At Risk
13104,3,9,1709.1,2.302585092994046,7.444307127319008,2,Loyal Customers
13105,436,1,72.0,0.6931471805599453,4.290459441148391,4,Needs Attention
13106,133,2,603.46,1.0986122886681098,6.4043354974767395,1,At Risk
13107,44,9,5253.07,2.302585092994046,8.56675829333907,2,Loyal Customers
13108,373,2,748.46,1.0986122886681098,6.619352947205873,3,Potential Loyalists
13109,60,3,1134.03,1.3862943611198906,7.034414361284253,2,Loyal Customers
13110,31,12,2957.4700000000003,2.5649493574615367,7.992427521791549,2,Loyal Customers
13111,719,1,321.88000000000005,0.6931471805599453,5.777280737165245,4,Needs Attention
13112,541,1,20.6,0.6931471805599453,3.0726933146901194,4,Needs Attention
13113,1,37,18230.07,3.6375861597263857,9.810882560409938,0,Champions
13114,731,1,234.38,0.6931471805599453,5.461201229449516,4,Needs Attention
13115,12,10,5494.7,2.3978952727983707,8.611721247259522,0,Champions
13116,138,1,501.14,0.6931471805599453,6.218878965272838,1,At Risk
13117,22,18,2255.66,2.9444389791664403,7.721641123024098,0,Champions
13118,20,9,2415.41,2.302585092994046,7.790038246643707,2,Loyal Customers
13119,669,1,134.9,0.6931471805599453,4.911919321157098,4,Needs Attention
13120,239,1,30.599999999999998,0.6931471805599453,3.4531571205928664,4,Needs Attention
13121,269,1,283.73,0.6931471805599453,5.6515413628105104,1,At Risk
13122,94,2,922.39,1.0986122886681098,6.828051680471256,1,At Risk
13123,473,2,506.75,1.0986122886681098,6.229989200460494,3,Potential Loyalists
13124,90,4,4641.66,1.6094379124341003,8.443042756822537,2,Loyal Customers
13125,524,1,148.62,0.6931471805599453,5.008098746444259,4,Needs Attention
13126,5,13,3774.81,2.6390573296152584,8.236370208202798,0,Champions
13127,78,1,259.17,0.6931471805599453,5.561335263505108,1,At Risk
13128,631,1,263.5,0.6931471805599453,5.577841251298354,4,Needs Attention
13129,452,2,233.25,1.0986122886681098,5.456388921118531,4,Needs Attention
13130,94,1,64.0,0.6931471805599453,4.174387269895637,1,At Risk
13131,23,7,3313.77,2.0794415416798357,8.106143518614155,2,Loyal Customers
13132,262,1,77.3,0.6931471805599453,4.360547602996758,4,Needs Attention
13133,274,3,200.45000000000002,1.3862943611198906,5.305541211637356,1,At Risk
13134,86,6,2475.23,1.9459101490553132,7.814492521251219,2,Loyal Customers
13135,197,2,690.17,1.0986122886681098,6.53838581377014,1,At Risk
13136,56,13,6274.56,2.6390573296152584,8.74441800304595,0,Champions
13137,11,16,7586.94,2.833213344056216,8.934315423801714,0,Champions
13138,22,7,1274.01,2.0794415416798357,7.150709300699024,2,Loyal Customers
13139,16,8,8202.98,2.1972245773362196,9.012374681354098,0,Champions
13140,108,5,1054.92,1.791759469228055,6.9621677038206995,2,Loyal Customers
13141,85,17,7656.08,2.8903717578961645,8.943385989014663,0,Champions
13142,19,1,307.09,0.6931471805599453,5.7303919480814,1,At Risk
13143,585,1,405.1,0.6931471805599453,6.006599434692252,4,Needs Attention
13144,333,2,135.35,1.0986122886681098,4.9152251092915975,4,Needs Attention
13145,40,7,1128.52,2.0794415416798357,7.029548042701269,2,Loyal Customers
13146,26,1,228.91,0.6931471805599453,5.437687927995845,1,At Risk
13147,10,4,712.8000000000001,1.6094379124341003,6.57060281105606,2,Loyal Customers
13148,29,26,8497.82,3.295836866004329,9.047682609312117,0,Champions
13149,14,4,1676.06,1.6094379124341003,7.424797539358498,2,Loyal Customers
13150,484,3,449.96999999999997,1.3862943611198906,6.111400818443195,3,Potential Loyalists
13151,296,3,2465.21,1.3862943611198906,7.810437838249392,3,Potential Loyalists
13152,417,7,2146.38,2.0794415416798357,7.672003773368138,3,Potential Loyalists
13153,6,1,486.22,0.6931471805599453,6.188715766456242,1,At Risk
13154,399,3,1624.84,1.3862943611198906,7.3937798842820515,3,Potential Loyalists
13155,33,6,1370.48,1.9459101490553132,7.223645727697507,2,Loyal Customers
13156,385,3,1586.54,1.3862943611198906,7.369940927299805,3,Potential Loyalists
13157,49,9,5687.36,2.302585092994046,8.646177260619517,0,Champions
13158,95,5,1508.18,1.791759469228055,7.319321735948278,2,Loyal Customers
13159,9,4,1429.35,1.6094379124341003,7.26567444855103,2,Loyal Customers
13160,22,1,91.8,0.6931471805599453,4.530446639792155,1,At Risk
13161,313,2,472.13,1.0986122886681098,6.159370192167576,3,Potential Loyalists
13162,122,16,9275.49,2.833213344056216,9.135238521473575,0,Champions
13163,610,1,17.65,0.6931471805599453,2.9258461460898246,4,Needs Attention
13164,569,2,372.2,1.0986122886681098,5.922114468973189,4,Needs Attention
13165,46,3,1451.16,1.3862943611198906,7.280807382151422,2,Loyal Customers
13166,283,2,875.93,1.0986122886681098,6.776427171626729,3,Potential Loyalists
13167,19,5,1125.15,1.791759469228055,7.026560014747387,2,Loyal Customers
13168,36,5,1840.73,1.791759469228055,7.5184606262668225,2,Loyal Customers
13169,64,3,840.08,1.3862943611198906,6.734686780300234,1,At Risk
13170,27,1,108.81,0.6931471805599453,4.698751599609622,1,At Risk
13171,22,3,468.41,1.3862943611198906,6.151476586982076,1,At Risk
13172,400,1,69.6,0.6931471805599453,4.257030144499196,4,Needs Attention
13173,4,11,2399.82,2.4849066497880004,7.78356562464794,2,Loyal Customers
13174,16,12,7995.36,2.5649493574615367,8.986741717118063,0,Champions
13175,582,2,831.45,1.0986122886681098,6.724373159990861,3,Potential Loyalists
13176,46,1,481.49,0.6931471805599453,6.178960195175666,1,At Risk
13177,65,2,512.2,1.0986122886681098,6.240665632741481,1,At Risk
13178,26,21,14059.19,3.091042453358316,9.551102678786863,0,Champions
13179,619,1,572.3100000000001,0.6931471805599453,6.3514265826367975,4,Needs Attention
13180,607,1,86.10000000000001,0.6931471805599453,4.467056883858457,4,Needs Attention
13181,381,1,359.69,0.6931471805599453,5.888018863654928,4,Needs Attention
13182,45,1,121.18,0.6931471805599453,4.805495367221621,1,At Risk
13183,8,15,7036.18,2.772588722239781,8.858962800721406,0,Champions
13184,15,10,1668.95,2.3978952727983707,7.420548964842826,2,Loyal Customers
13185,268,1,71.4,0.6931471805599453,4.282206299391671,4,Needs Attention
13186,40,3,1575.89,1.3862943611198906,7.363209831835215,2,Loyal Customers
13187,337,4,341.36,1.6094379124341003,5.835862815013409,3,Potential Loyalists
13188,11,1,114.60000000000001,0.6931471805599453,4.750135956238277,1,At Risk
13189,19,2,260.68,1.0986122886681098,5.567122383230129,1,At Risk
13190,544,3,570.66,1.3862943611198906,6.348544409056351,3,Potential Loyalists
13191,658,1,164.69,0.6931471805599453,5.1101185725812055,4,Needs Attention
13192,95,6,2558.58,1.9459101490553132,7.847598461513884,2,Loyal Customers
13193,61,1,112.08,0.6931471805599453,4.72809553282539,1,At Risk
13194,136,2,472.78,1.0986122886681098,6.160743078929981,1,At Risk
13195,414,1,136.73,0.6931471805599453,4.92529524692924,4,Needs Attention
13196,11,7,3068.84,2.0794415416798357,8.029380721959248,2,Loyal Customers
13197,610,1,373.01000000000005,0.6931471805599453,5.924282535024993,4,Needs Attention
13198,10,8,4974.2300000000005,2.1972245773362196,8.512226879679845,2,Loyal Customers
13199,4,67,15964.210000000001,4.219507705176107,9.678167258836252,0,Champions
13200,19,4,870.09,1.6094379124341003,6.769745301020691,2,Loyal Customers
13201,502,4,1233.06,1.6094379124341003,7.118064825649593,3,Potential Loyalists
13202,394,7,1580.3,2.0794415416798357,7.366002572529271,3,Potential Loyalists
13203,10,10,2648.25,2.3978952727983707,7.882031860054945,2,Loyal Customers
13204,731,1,966.6600000000001,0.6931471805599453,6.874880785908055,4,Needs Attention
13205,443,1,2803.2,0.6931471805599453,7.938873572287031,3,Potential Loyalists
13206,400,13,8308.19,2.6390573296152584,9.025117410174513,0,Champions
13207,15,4,535.86,1.6094379124341003,6.285737352883712,1,At Risk
13208,59,9,1976.3,2.302585092994046,7.589487556726784,2,Loyal Customers
13209,30,13,8509.51,2.6390573296152584,9.049057149266432,0,Champions
13210,94,1,353.48,0.6931471805599453,5.8706519268912345,1,At Risk
13211,10,10,2618.77,2.3978952727983707,7.8708418066421615,2,Loyal Customers
13212,20,3,786.83,1.3862943611198906,6.669282330542903,1,At Risk
13213,57,11,3851.52,2.4849066497880004,8.25648275861493,0,Champions
13214,418,7,3264.23,2.0794415416798357,8.091085483333597,3,Potential Loyalists
13215,402,1,81.6,0.6931471805599453,4.414009680526933,4,Needs Attention
13216,268,1,333.74,0.6931471805599453,5.813354111085492,1,At Risk
13217,122,4,666.48,1.6094379124341003,6.503509427278702,2,Loyal Customers
13218,127,1,62.63999999999999,0.6931471805599453,4.153242203469586,1,At Risk
13219,618,1,76.23,0.6931471805599453,4.346787982581173,4,Needs Attention
13220,78,5,1336.0900000000001,1.791759469228055,7.198250889720467,2,Loyal Customers
13221,240,2,847.41,1.0986122886681098,6.743364009514037,3,Potential Loyalists
13222,577,1,88.5,0.6931471805599453,4.4942386252808095,4,Needs Attention
13223,200,6,969.1200000000001,1.9459101490553132,6.877419775186018,2,Loyal Customers
13224,60,2,2155.95,1.0986122886681098,7.676450465777419,2,Loyal Customers
13225,3,16,16260.07,2.833213344056216,9.696529186594761,0,Champions
13226,273,2,312.46,1.0986122886681098,5.747671760225922,1,At Risk
13227,202,1,257.7,0.6931471805599453,5.5556690891919835,1,At Risk
13228,81,1,358.0,0.6931471805599453,5.883322388488279,1,At Risk
13229,226,1,160.95,0.6931471805599453,5.087287645617338,1,At Risk
13230,4,30,6120.01,3.4339872044851463,8.719482394569717,0,Champions
13232,13,7,1328.35,2.0794415416798357,7.192445379947863,2,Loyal Customers
13233,74,4,1176.46,1.6094379124341003,7.071114855037561,2,Loyal Customers
13234,673,2,346.5,1.0986122886681098,5.850764665004847,4,Needs Attention
13235,212,1,1031.07,0.6931471805599453,6.939321773198559,1,At Risk
13236,25,2,744.85,1.0986122886681098,6.614524507599939,1,At Risk
13237,388,1,643.0,0.6931471805599453,6.467698726104354,3,Potential Loyalists
13238,17,6,1006.63,1.9459101490553132,6.915356317754957,2,Loyal Customers
13239,262,5,1594.69,1.791759469228055,7.375061523554606,3,Potential Loyalists
13240,96,8,1475.79,2.1972245773362196,7.297626092328045,2,Loyal Customers
13241,412,1,112.53,0.6931471805599453,4.732067119176442,4,Needs Attention
13242,112,7,699.4,2.0794415416798357,6.551651600411697,2,Loyal Customers
13243,203,5,1220.38,1.791759469228055,7.107736646002929,2,Loyal Customers
13244,93,1,121.74000000000001,0.6931471805599453,4.810068296960951,1,At Risk
13245,51,2,989.22,1.0986122886681098,6.897927140663157,1,At Risk
13246,18,11,3351.75,2.4849066497880004,8.11753618359105,2,Loyal Customers
13247,18,4,501.12,1.6094379124341003,6.218839134950008,1,At Risk
13248,125,2,465.68,1.0986122886681098,6.145643797955656,1,At Risk
13249,92,9,1608.93,2.302585092994046,7.383945978772432,2,Loyal Customers
13250,461,2,253.09,1.0986122886681098,5.537688534966898,4,Needs Attention
13251,402,1,252.68,0.6931471805599453,5.536073630230092,4,Needs Attention
13252,394,2,399.3,1.0986122886681098,5.992214265998528,3,Potential Loyalists
13253,157,4,2951.11,1.6094379124341003,7.990275447898748,2,Loyal Customers
13254,376,1,51.410000000000004,0.6931471805599453,3.959097412814075,4,Needs Attention
13255,9,3,678.76,1.3862943611198906,6.521739794695286,1,At Risk
13257,436,1,149.75,0.6931471805599453,5.015622835607295,4,Needs Attention
13258,12,5,1009.43,1.791759469228055,6.9181312618069075,2,Loyal Customers
13259,62,9,1402.54,2.302585092994046,7.246752895573941,2,Loyal Customers
13260,61,1,557.62,0.6931471805599453,6.325469456665338,1,At Risk
13261,269,2,944.1,1.0986122886681098,6.8512907420010105,3,Potential Loyalists
13262,263,3,573.45,1.3862943611198906,6.353413061299374,3,Potential Loyalists
13263,1,39,8676.2,3.6888794541139363,9.068454174968906,0,Champions
13264,443,1,722.5600000000001,0.6931471805599453,6.584183472833434,3,Potential Loyalists
13265,53,5,2092.66,1.791759469228055,7.646669009574865,2,Loyal Customers
13266,11,19,6135.04,2.995732273553991,8.721934861930668,0,Champions
13267,3,36,9429.81,3.6109179126442243,9.151737268015,0,Champions
13268,18,11,3174.75,2.4849066497880004,8.06329910390357,2,Loyal Customers
13269,1,28,8537.32,3.367295829986474,9.052319546118964,0,Champions
13270,366,1,590.0,0.6931471805599453,6.3818160174060985,3,Potential Loyalists
13271,37,1,211.49,0.6931471805599453,5.358894928433641,1,At Risk
13272,31,2,276.56,1.0986122886681098,5.626037126031348,1,At Risk
13273,113,1,138.98,0.6931471805599453,4.941499555261394,1,At Risk
13274,409,1,360.85,0.6931471805599453,5.891229761312137,4,Needs Attention
13275,384,2,238.86,1.0986122886681098,5.480055419803575,4,Needs Attention
13276,64,5,1891.91,1.791759469228055,7.545870606497474,2,Loyal Customers
13277,16,7,523.3,2.0794415416798357,6.262064039578487,2,Loyal Customers
13278,41,4,1435.85,1.6094379124341003,7.27020849649701,2,Loyal Customers
13279,78,1,137.75,0.6931471805599453,4.932673752626544,1,At Risk
13280,122,7,2293.33,2.0794415416798357,7.738196140874339,2,Loyal Customers
13281,439,1,350.85,0.6931471805599453,5.863204948412558,4,Needs Attention
13282,18,4,1313.19,1.6094379124341003,7.1809757852429135,2,Loyal Customers
13283,60,4,373.36,1.6094379124341003,5.925217901289056,1,At Risk
13284,331,1,201.19,0.6931471805599453,5.309207849379209,4,Needs Attention
13285,23,6,3364.59,1.9459101490553132,8.121358561033485,2,Loyal Customers
13286,600,1,734.91,0.6931471805599453,6.601107828643053,4,Needs Attention
13287,603,3,781.59,1.3862943611198906,6.662608931774919,3,Potential Loyalists
13288,443,5,927.61,1.791759469228055,6.833688844427256,3,Potential Loyalists
13289,724,1,307.95,0.6931471805599453,5.733179451506989,4,Needs Attention
13290,438,1,208.63,0.6931471805599453,5.345344071975791,4,Needs Attention
13291,156,11,3270.79,2.4849066497880004,8.093092514733858,2,Loyal Customers
13292,39,5,994.51,1.791759469228055,6.903255168657213,2,Loyal Customers
13293,392,6,1192.94,1.9459101490553132,7.085014041433629,3,Potential Loyalists
13294,190,3,1689.53,1.3862943611198906,7.432797368219404,2,Loyal Customers
13295,360,4,1101.97,1.6094379124341003,7.005761820334205,3,Potential Loyalists
13296,137,6,792.51,1.9459101490553132,6.676466142281509,2,Loyal Customers
13297,8,7,4368.62,2.0794415416798357,8.382431327786959,2,Loyal Customers
13298,1,1,360.0,0.6931471805599453,5.8888779583328805,1,At Risk
13299,268,3,1218.7,1.3862943611198906,7.106360205849192,3,Potential Loyalists
13300,169,3,1285.51,1.3862943611198906,7.1596884047191836,2,Loyal Customers
13301,104,4,618.09,1.6094379124341003,6.428250657915328,1,At Risk
13302,155,2,159.2,1.0986122886681098,5.076423034634259,1,At Risk
13303,400,1,61.72,0.6931471805599453,4.138680376042152,4,Needs Attention
13304,351,4,1217.99,1.6094379124341003,7.105777926002176,3,Potential Loyalists
13305,4,16,3616.41,2.833213344056216,8.193513579136026,0,Champions
13306,430,1,53.65,0.6931471805599453,4.000949214622548,4,Needs Attention
13307,120,3,273.34,1.3862943611198906,5.614368213050261,1,At Risk
13308,23,4,1670.3700000000001,1.6094379124341003,7.421398928381481,2,Loyal Customers
13309,7,6,1706.3700000000001,1.9459101490553132,7.442709453846698,2,Loyal Customers
13310,28,5,1541.2,1.791759469228055,7.34096524739886,2,Loyal Customers
13311,4,2,598.57,1.0986122886681098,6.396212731621162,1,At Risk
13312,451,1,124.75,0.6931471805599453,4.8342958089798485,4,Needs Attention
13313,22,12,3445.32,2.5649493574615367,8.145062274064983,0,Champions
13314,2,3,775.94,1.3862943611198906,6.655363127308804,1,At Risk
13315,689,1,310.26,0.6931471805599453,5.740628575776864,4,Needs Attention
13316,37,10,11276.18,2.3978952727983707,9.33053649379684,0,Champions
13317,66,19,6486.091,2.995732273553991,8.777569481170776,0,Champions
13318,1,3,640.76,1.3862943611198906,6.464214402021743,1,At Risk
13319,5,58,21323.22,4.07753744390572,9.967598794903125,0,Champions
13320,78,6,2211.6,1.9459101490553132,7.70192357360081,2,Loyal Customers
13321,72,2,567.36,1.0986122886681098,6.342755020769874,1,At Risk
13322,17,1,199.48000000000002,0.6931471805599453,5.300714491147758,1,At Risk
13323,3,5,787.85,1.791759469228055,6.670576188703463,2,Loyal Customers
13324,36,18,10513.47,2.9444389791664403,9.260507682681968,0,Champions
13325,82,1,675.3,0.6931471805599453,6.516636764580894,1,At Risk
13326,432,1,281.76,0.6931471805599453,5.644598481302753,4,Needs Attention
13327,39,20,9134.48,3.044522437723423,9.119921012587652,0,Champions
13328,316,1,1308.48,0.6931471805599453,7.17738539082617,3,Potential Loyalists
13329,32,8,4808.77,2.1972245773362196,8.478404544908718,2,Loyal Customers
13330,93,6,2796.1,1.9459101490553132,7.936338445154914,2,Loyal Customers
13331,402,1,262.4,0.6931471805599453,5.573673789309181,4,Needs Attention
13332,14,1,350.9,0.6931471805599453,5.863347044327539,1,At Risk
13333,411,3,1015.74,1.3862943611198906,6.924356709479563,3,Potential Loyalists
13334,82,5,6201.8,1.791759469228055,8.732756081989994,2,Loyal Customers
13336,77,1,795.12,0.6931471805599453,6.679749928251019,1,At Risk
13337,546,1,1575.26,0.6931471805599453,7.362810231430298,3,Potential Loyalists
13338,158,4,2445.62,1.6094379124341003,7.8024627591890665,2,Loyal Customers
13339,201,1,860.12,0.6931471805599453,6.758233867538541,1,At Risk
13340,45,12,22100.56,2.5649493574615367,10.003403473249906,0,Champions
13341,261,1,775.85,0.6931471805599453,6.65524728153801,1,At Risk
13343,178,1,353.43,0.6931471805599453,5.870510865261174,1,At Risk
13344,68,3,2511.69,1.3862943611198906,7.829109171398687,2,Loyal Customers
13345,288,1,389.5,0.6931471805599453,5.967427969279741,1,At Risk
13346,463,6,299.4,1.9459101490553132,5.705114919889979,3,Potential Loyalists
13347,70,1,341.36,0.6931471805599453,5.835862815013409,1,At Risk
13348,64,1,233.76,0.6931471805599453,5.458563715690134,1,At Risk
13349,11,1,247.32,0.6931471805599453,5.514718236994854,1,At Risk
13350,16,2,979.12,1.0986122886681098,6.887675013147945,1,At Risk
13351,66,1,373.94,0.6931471805599453,5.926766013169045,1,At Risk
13352,60,1,397.97999999999996,0.6931471805599453,5.988911290320265,1,At Risk
13354,71,1,743.53,0.6931471805599453,6.612753146812557,1,At Risk
13355,122,1,674.7,0.6931471805599453,6.515749190558129,1,At Risk
13356,80,1,768.24,0.6931471805599453,6.645403014442647,1,At Risk
13357,257,5,3805.5099999999998,1.791759469228055,8.244468037828065,2,Loyal Customers
13358,269,1,439.03,0.6931471805599453,6.086842906406214,1,At Risk
13359,64,2,1043.31,1.0986122886681098,6.951111659232052,1,At Risk
13360,432,4,1553.65,1.6094379124341003,7.349005718893091,3,Potential Loyalists
13361,472,2,1450.5,1.0986122886681098,7.280352783464685,3,Potential Loyalists
13362,9,7,5394.07,2.0794415416798357,8.593240852584891,2,Loyal Customers
13363,18,3,1723.86,1.3862943611198906,7.452901166751566,2,Loyal Customers
13364,71,1,134.95999999999998,0.6931471805599453,4.9123607248279155,1,At Risk
13365,34,2,2225.37,1.0986122886681098,7.708127735453272,2,Loyal Customers
13366,50,1,56.160000000000004,0.6931471805599453,4.045854353061666,1,At Risk
13367,432,1,510.20000000000005,0.6931471805599453,6.236760903063325,4,Needs Attention
13368,257,4,1121.5,1.6094379124341003,7.02331361961641,3,Potential Loyalists
13369,366,1,308.28000000000003,0.6931471805599453,5.734247015460021,4,Needs Attention
13370,372,1,754.87,0.6931471805599453,6.62786940372116,3,Potential Loyalists
13371,505,2,2297.66,1.0986122886681098,7.740081623439195,3,Potential Loyalists
13372,90,1,378.64,0.6931471805599453,5.939223435262291,1,At Risk
13373,61,6,7587.1900000000005,1.9459101490553132,8.934348370277531,2,Loyal Customers
13374,415,2,422.8,1.0986122886681098,6.049261645834199,3,Potential Loyalists
13375,89,2,1792.23,1.0986122886681098,7.491773742009734,2,Loyal Customers
13376,99,3,1019.76,1.3862943611198906,6.928302726869797,2,Loyal Customers
13377,397,2,1552.88,1.0986122886681098,7.348510307868749,3,Potential Loyalists
13379,26,3,572.56,1.3862943611198906,6.351862551846838,1,At Risk
13380,433,1,62.4,0.6931471805599453,4.14946386144318,4,Needs Attention
13381,32,12,8224.37,2.5649493574615367,9.014978559424218,0,Champions
13382,281,5,1387.58,1.791759469228055,7.236036921219625,3,Potential Loyalists
13383,544,1,305.28000000000003,0.6931471805599453,5.724499716244923,4,Needs Attention
13384,31,11,6680.83,2.4849066497880004,8.807147181108476,0,Champions
13385,330,1,534.57,0.6931471805599453,6.283331600299074,3,Potential Loyalists
13386,414,2,835.46,1.0986122886681098,6.729178700993051,3,Potential Loyalists
13387,417,1,186.94,0.6931471805599453,5.236122762954919,4,Needs Attention
13388,131,3,1185.65,1.3862943611198906,7.0788894901355155,2,Loyal Customers
13389,11,3,797.96,1.3862943611198906,6.683310881934879,1,At Risk
13390,75,1,544.08,0.6931471805599453,6.30093257288162,1,At Risk
13391,204,1,59.8,0.6931471805599453,4.107589788972121,1,At Risk
13392,677,1,91.14,0.6931471805599453,4.523309159507771,4,Needs Attention
13393,584,4,1131.45,1.6094379124341003,7.032138706272169,3,Potential Loyalists
13394,2,19,6621.7,2.995732273553991,8.798258420765713,0,Champions
13395,185,3,1180.23,1.3862943611198906,7.074311547447687,2,Loyal Customers
13396,29,2,1360.99,1.0986122886681098,7.216702144538598,1,At Risk
13397,73,10,3191.87,2.3978952727983707,8.068675477823932,2,Loyal Customers
13398,192,2,670.34,1.0986122886681098,6.509275715047685,1,At Risk
13399,464,3,275.4,1.3862943611198906,5.621849091893515,4,Needs Attention
13400,583,1,310.83,0.6931471805599453,5.742458167518031,4,Needs Attention
13402,127,4,1226.8500000000001,1.6094379124341003,7.113019951409055,2,Loyal Customers
13403,18,3,229.5,1.3862943611198906,5.440250862436703,1,At Risk
13404,1,2,252.49,1.0986122886681098,5.5353243745214,1,At Risk
13405,74,6,1213.811,1.9459101490553132,7.1023437881190725,2,Loyal Customers
13406,427,2,568.92,1.0986122886681098,6.3454960001012966,3,Potential Loyalists
13407,579,3,2244.7,1.3862943611198906,7.7167725555844955,3,Potential Loyalists
